tau,q,spread
0.000000000000000000e+00,1.300000000000000000e+01,9.975083022078147232e-01
0.000000000000000000e+00,1.400000000000000000e+01,9.975083022078147232e-01
0.000000000000000000e+00,1.500000000000000000e+01,9.975083022078147232e-01
0.000000000000000000e+00,1.600000000000000000e+01,9.975083022078147232e-01
0.000000000000000000e+00,1.700000000000000000e+01,9.975083022078147232e-01
0.000000000000000000e+00,1.800000000000000000e+01,9.975083022078147232e-01
0.000000000000000000e+00,1.900000000000000000e+01,9.975083022078147232e-01
0.000000000000000000e+00,2.000000000000000000e+01,9.975083022078147232e-01
0.000000000000000000e+00,2.100000000000000000e+01,9.975083022078147232e-01
0.000000000000000000e+00,2.200000000000000000e+01,9.975083022078147232e-01
0.000000000000000000e+00,2.300000000000000000e+01,9.975083022078147232e-01
0.000000000000000000e+00,2.400000000000000000e+01,9.975083022078147232e-01
0.000000000000000000e+00,2.500000000000000000e+01,9.975083022078147232e-01
0.000000000000000000e+00,2.600000000000000000e+01,9.975083022078147232e-01
0.000000000000000000e+00,2.700000000000000000e+01,9.975083022078147232e-01
0.000000000000000000e+00,2.800000000000000000e+01,9.975083022078147232e-01
0.000000000000000000e+00,2.900000000000000000e+01,9.975083022078147232e-01
0.000000000000000000e+00,3.000000000000000000e+01,9.975083022078147232e-01
1.667500000000000000e+02,-3.000000000000000000e+01,1.019626551420364180e+00
1.667500000000000000e+02,-2.900000000000000000e+01,1.019995312611335692e+00
1.667500000000000000e+02,-2.800000000000000000e+01,1.020368790094543954e+00
1.667500000000000000e+02,-2.700000000000000000e+01,1.020746428215458579e+00
1.667500000000000000e+02,-2.600000000000000000e+01,1.021127585574056695e+00
1.667500000000000000e+02,-2.500000000000000000e+01,1.021511529855011702e+00
1.667500000000000000e+02,-2.400000000000000000e+01,1.021897433328476268e+00
1.667500000000000000e+02,-2.300000000000000000e+01,1.022284369256025727e+00
1.667500000000000000e+02,-2.200000000000000000e+01,1.022671309453783373e+00
1.667500000000000000e+02,-2.100000000000000000e+01,1.023057123272620217e+00
1.667500000000000000e+02,-2.000000000000000000e+01,1.023440578254618316e+00
1.667500000000000000e+02,-1.900000000000000000e+01,1.023820342709511166e+00
1.667500000000000000e+02,-1.800000000000000000e+01,1.024194990426801510e+00
1.667500000000000000e+02,-1.700000000000000000e+01,1.024563007695273420e+00
1.667500000000000000e+02,-1.600000000000000000e+01,1.024922802742473937e+00
1.667500000000000000e+02,-1.500000000000000000e+01,1.025272717635747011e+00
1.667500000000000000e+02,-1.400000000000000000e+01,1.025611042602919909e+00
1.667500000000000000e+02,-1.300000000000000000e+01,1.025936032643089302e+00
1.667500000000000000e+02,-1.200000000000000000e+01,1.026245926206699188e+00
1.667500000000000000e+02,-1.100000000000000000e+01,1.026538965637852741e+00
1.667500000000000000e+02,-1.000000000000000000e+01,1.026813418993433036e+00
1.667500000000000000e+02,-9.000000000000000000e+00,1.027067602788489964e+00
1.667500000000000000e+02,-8.000000000000000000e+00,1.027299905168699290e+00
1.667500000000000000e+02,-7.000000000000000000e+00,1.027508808980349242e+00
1.667500000000000000e+02,-6.000000000000000000e+00,1.027692914197246399e+00
1.667500000000000000e+02,-5.000000000000000000e+00,1.027850959171515477e+00
1.667500000000000000e+02,-4.000000000000000000e+00,1.027981840200112407e+00
1.667500000000000000e+02,-3.000000000000000000e+00,1.028084628938914502e+00
1.667500000000000000e+02,-2.000000000000000000e+00,1.028158587248951594e+00
1.667500000000000000e+02,-1.000000000000000000e+00,1.028203179122394006e+00
1.667500000000000000e+02,0.000000000000000000e+00,1.028218079406752139e+00
1.667500000000000000e+02,1.000000000000000000e+00,1.028203179122394451e+00
1.667500000000000000e+02,2.000000000000000000e+00,1.028158587248952038e+00
1.667500000000000000e+02,3.000000000000000000e+00,1.028084628938914946e+00
1.667500000000000000e+02,4.000000000000000000e+00,1.027981840200112407e+00
1.667500000000000000e+02,5.000000000000000000e+00,1.027850959171514811e+00
1.667500000000000000e+02,6.000000000000000000e+00,1.027692914197246399e+00
1.667500000000000000e+02,7.000000000000000000e+00,1.027508808980347244e+00
1.667500000000000000e+02,8.000000000000000000e+00,1.027299905168698624e+00
1.667500000000000000e+02,9.000000000000000000e+00,1.027067602788489964e+00
1.667500000000000000e+02,1.000000000000000000e+01,1.026813418993433258e+00
1.667500000000000000e+02,1.100000000000000000e+01,1.026538965637851408e+00
1.667500000000000000e+02,1.200000000000000000e+01,1.026245926206700076e+00
1.667500000000000000e+02,1.300000000000000000e+01,1.025936032643088414e+00
1.667500000000000000e+02,1.400000000000000000e+01,1.025611042602922129e+00
1.667500000000000000e+02,1.500000000000000000e+01,1.025272717635745678e+00
1.667500000000000000e+02,1.600000000000000000e+01,1.024922802742475270e+00
1.667500000000000000e+02,1.700000000000000000e+01,1.024563007695271644e+00
1.667500000000000000e+02,1.800000000000000000e+01,1.024194990426803287e+00
1.667500000000000000e+02,1.900000000000000000e+01,1.023820342709509390e+00
1.667500000000000000e+02,2.000000000000000000e+01,1.023440578254623645e+00
1.667500000000000000e+02,2.100000000000000000e+01,1.023057123272615776e+00
1.667500000000000000e+02,2.200000000000000000e+01,1.022671309453781596e+00
1.667500000000000000e+02,2.300000000000000000e+01,1.022284369256030168e+00
1.667500000000000000e+02,2.400000000000000000e+01,1.021897433328467386e+00
1.667500000000000000e+02,2.500000000000000000e+01,1.021511529855022360e+00
1.667500000000000000e+02,2.600000000000000000e+01,1.021127585574046037e+00
1.667500000000000000e+02,2.700000000000000000e+01,1.020746428215471013e+00
1.667500000000000000e+02,2.800000000000000000e+01,1.020368790094536848e+00
1.667500000000000000e+02,2.900000000000000000e+01,1.019995312611337468e+00
1.667500000000000000e+02,3.000000000000000000e+01,1.019626551420371285e+00
3.332500000000000000e+02,-3.000000000000000000e+01,1.019609005852833761e+00
3.332500000000000000e+02,-2.900000000000000000e+01,1.019984134129961362e+00
3.332500000000000000e+02,-2.800000000000000000e+01,1.020364635153933719e+00
3.332500000000000000e+02,-2.700000000000000000e+01,1.020749974874075150e+00
3.332500000000000000e+02,-2.600000000000000000e+01,1.021139527264775637e+00
3.332500000000000000e+02,-2.500000000000000000e+01,1.021532567769353861e+00
3.332500000000000000e+02,-2.400000000000000000e+01,1.021928267386018163e+00
3.332500000000000000e+02,-2.300000000000000000e+01,1.022325687687002826e+00
3.332500000000000000e+02,-2.200000000000000000e+01,1.022723777089800556e+00
3.332500000000000000e+02,-2.100000000000000000e+01,1.023121368718446611e+00
3.332500000000000000e+02,-2.000000000000000000e+01,1.023517180194634335e+00
3.332500000000000000e+02,-1.900000000000000000e+01,1.023909815683296642e+00
3.332500000000000000e+02,-1.800000000000000000e+01,1.024297770480183445e+00
3.332500000000000000e+02,-1.700000000000000000e+01,1.024679438368315765e+00
3.332500000000000000e+02,-1.600000000000000000e+01,1.025053121888404473e+00
3.332500000000000000e+02,-1.500000000000000000e+01,1.025417045565897300e+00
3.332500000000000000e+02,-1.400000000000000000e+01,1.025769372023513704e+00
3.332500000000000000e+02,-1.300000000000000000e+01,1.026108220786574154e+00
3.332500000000000000e+02,-1.200000000000000000e+01,1.026431689471790865e+00
3.332500000000000000e+02,-1.100000000000000000e+01,1.026737876943782712e+00
3.332500000000000000e+02,-1.000000000000000000e+01,1.027024907937505782e+00
3.332500000000000000e+02,-9.000000000000000000e+00,1.027290958581784874e+00
3.332500000000000000e+02,-8.000000000000000000e+00,1.027534282223190987e+00
3.332500000000000000e+02,-7.000000000000000000e+00,1.027753234939232208e+00
3.332500000000000000e+02,-6.000000000000000000e+00,1.027946300142724478e+00
3.332500000000000000e+02,-5.000000000000000000e+00,1.028112111711662058e+00
3.332500000000000000e+02,-4.000000000000000000e+00,1.028249475126024937e+00
3.332500000000000000e+02,-3.000000000000000000e+00,1.028357386150694497e+00
3.332500000000000000e+02,-2.000000000000000000e+00,1.028435046668395358e+00
3.332500000000000000e+02,-1.000000000000000000e+00,1.028481877335578387e+00
3.332500000000000000e+02,0.000000000000000000e+00,1.028497526805529194e+00
3.332500000000000000e+02,1.000000000000000000e+00,1.028481877335578387e+00
3.332500000000000000e+02,2.000000000000000000e+00,1.028435046668395358e+00
3.332500000000000000e+02,3.000000000000000000e+00,1.028357386150694275e+00
3.332500000000000000e+02,4.000000000000000000e+00,1.028249475126024937e+00
3.332500000000000000e+02,5.000000000000000000e+00,1.028112111711660948e+00
3.332500000000000000e+02,6.000000000000000000e+00,1.027946300142723368e+00
3.332500000000000000e+02,7.000000000000000000e+00,1.027753234939231763e+00
3.332500000000000000e+02,8.000000000000000000e+00,1.027534282223189654e+00
3.332500000000000000e+02,9.000000000000000000e+00,1.027290958581784208e+00
3.332500000000000000e+02,1.000000000000000000e+01,1.027024907937507336e+00
3.332500000000000000e+02,1.100000000000000000e+01,1.026737876943781824e+00
3.332500000000000000e+02,1.200000000000000000e+01,1.026431689471791753e+00
3.332500000000000000e+02,1.300000000000000000e+01,1.026108220786575487e+00
3.332500000000000000e+02,1.400000000000000000e+01,1.025769372023511039e+00
3.332500000000000000e+02,1.500000000000000000e+01,1.025417045565903518e+00
3.332500000000000000e+02,1.600000000000000000e+01,1.025053121888400920e+00
3.332500000000000000e+02,1.700000000000000000e+01,1.024679438368317541e+00
3.332500000000000000e+02,1.800000000000000000e+01,1.024297770480186109e+00
3.332500000000000000e+02,1.900000000000000000e+01,1.023909815683293090e+00
3.332500000000000000e+02,2.000000000000000000e+01,1.023517180194632559e+00
3.332500000000000000e+02,2.100000000000000000e+01,1.023121368718446611e+00
3.332500000000000000e+02,2.200000000000000000e+01,1.022723777089801445e+00
3.332500000000000000e+02,2.300000000000000000e+01,1.022325687687004603e+00
3.332500000000000000e+02,2.400000000000000000e+01,1.021928267386023492e+00
3.332500000000000000e+02,2.500000000000000000e+01,1.021532567769336097e+00
3.332500000000000000e+02,2.600000000000000000e+01,1.021139527264786295e+00
3.332500000000000000e+02,2.700000000000000000e+01,1.020749974874082255e+00
3.332500000000000000e+02,2.800000000000000000e+01,1.020364635153926613e+00
3.332500000000000000e+02,2.900000000000000000e+01,1.019984134129970244e+00
3.332500000000000000e+02,3.000000000000000000e+01,1.019609005852828432e+00
5.000000000000000000e+02,-3.000000000000000000e+01,1.019608016054489141e+00
5.000000000000000000e+02,-2.900000000000000000e+01,1.019983315459874973e+00
5.000000000000000000e+02,-2.800000000000000000e+01,1.020364009898640845e+00
5.000000000000000000e+02,-2.700000000000000000e+01,1.020749566442836098e+00
5.000000000000000000e+02,-2.600000000000000000e+01,1.021139359989431838e+00
5.000000000000000000e+02,-2.500000000000000000e+01,1.021532666643564013e+00
5.000000000000000000e+02,-2.400000000000000000e+01,1.021928657740836854e+00
5.000000000000000000e+02,-2.300000000000000000e+01,1.022326394802232308e+00
5.000000000000000000e+02,-2.200000000000000000e+01,1.022724825744444566e+00
5.000000000000000000e+02,-2.100000000000000000e+01,1.023122782687324595e+00
5.000000000000000000e+02,-2.000000000000000000e+01,1.023518981702736141e+00
5.000000000000000000e+02,-1.900000000000000000e+01,1.023912024833868450e+00
5.000000000000000000e+02,-1.800000000000000000e+01,1.024300404676350418e+00
5.000000000000000000e+02,-1.700000000000000000e+01,1.024682511751173308e+00
5.000000000000000000e+02,-1.600000000000000000e+01,1.025056644815335094e+00
5.000000000000000000e+02,-1.500000000000000000e+01,1.025421024152928240e+00
5.000000000000000000e+02,-1.400000000000000000e+01,1.025773807772346835e+00
5.000000000000000000e+02,-1.300000000000000000e+01,1.026113110312932175e+00
5.000000000000000000e+02,-1.200000000000000000e+01,1.026437024345585147e+00
5.000000000000000000e+02,-1.100000000000000000e+01,1.026743643645211090e+00
5.000000000000000000e+02,-1.000000000000000000e+01,1.027031087926591590e+00
5.000000000000000000e+02,-9.000000000000000000e+00,1.027297528473287036e+00
5.000000000000000000e+02,-8.000000000000000000e+00,1.027541214054402685e+00
5.000000000000000000e+02,-7.000000000000000000e+00,1.027760496515626842e+00
5.000000000000000000e+02,-6.000000000000000000e+00,1.027953855445443487e+00
5.000000000000000000e+02,-5.000000000000000000e+00,1.028119921351392296e+00
5.000000000000000000e+02,-4.000000000000000000e+00,1.028257496829569906e+00
5.000000000000000000e+02,-3.000000000000000000e+00,1.028365575268883614e+00
5.000000000000000000e+02,-2.000000000000000000e+00,1.028443356696738586e+00
5.000000000000000000e+02,-1.000000000000000000e+00,1.028490260441670801e+00
5.000000000000000000e+02,0.000000000000000000e+00,1.028505934359504881e+00
5.000000000000000000e+02,1.000000000000000000e+00,1.028490260441671023e+00
5.000000000000000000e+02,2.000000000000000000e+00,1.028443356696739031e+00
5.000000000000000000e+02,3.000000000000000000e+00,1.028365575268883836e+00
5.000000000000000000e+02,4.000000000000000000e+00,1.028257496829569684e+00
5.000000000000000000e+02,5.000000000000000000e+00,1.028119921351391630e+00
5.000000000000000000e+02,6.000000000000000000e+00,1.027953855445442155e+00
5.000000000000000000e+02,7.000000000000000000e+00,1.027760496515626842e+00
5.000000000000000000e+02,8.000000000000000000e+00,1.027541214054401353e+00
5.000000000000000000e+02,9.000000000000000000e+00,1.027297528473284594e+00
5.000000000000000000e+02,1.000000000000000000e+01,1.027031087926593589e+00
5.000000000000000000e+02,1.100000000000000000e+01,1.026743643645211090e+00
5.000000000000000000e+02,1.200000000000000000e+01,1.026437024345584259e+00
5.000000000000000000e+02,1.300000000000000000e+01,1.026113110312936172e+00
5.000000000000000000e+02,1.400000000000000000e+01,1.025773807772345503e+00
5.000000000000000000e+02,1.500000000000000000e+01,1.025421024152933125e+00
5.000000000000000000e+02,1.600000000000000000e+01,1.025056644815335538e+00
5.000000000000000000e+02,1.700000000000000000e+01,1.024682511751170644e+00
5.000000000000000000e+02,1.800000000000000000e+01,1.024300404676353082e+00
5.000000000000000000e+02,1.900000000000000000e+01,1.023912024833857792e+00
5.000000000000000000e+02,2.000000000000000000e+01,1.023518981702740582e+00
5.000000000000000000e+02,2.100000000000000000e+01,1.023122782687327259e+00
5.000000000000000000e+02,2.200000000000000000e+01,1.022724825744442789e+00
5.000000000000000000e+02,2.300000000000000000e+01,1.022326394802236749e+00
5.000000000000000000e+02,2.400000000000000000e+01,1.021928657740843960e+00
5.000000000000000000e+02,2.500000000000000000e+01,1.021532666643548026e+00
5.000000000000000000e+02,2.600000000000000000e+01,1.021139359989433615e+00
5.000000000000000000e+02,2.700000000000000000e+01,1.020749566442837875e+00
5.000000000000000000e+02,2.800000000000000000e+01,1.020364009898649726e+00
5.000000000000000000e+02,2.900000000000000000e+01,1.019983315459874973e+00
5.000000000000000000e+02,3.000000000000000000e+01,1.019608016054489141e+00
6.667500000000000000e+02,-3.000000000000000000e+01,1.019607983346356050e+00
6.667500000000000000e+02,-2.900000000000000000e+01,1.019983287584610210e+00
6.667500000000000000e+02,-2.800000000000000000e+01,1.020363987530659600e+00
6.667500000000000000e+02,-2.700000000000000000e+01,1.020749550294508978e+00
6.667500000000000000e+02,-2.600000000000000000e+01,1.021139350805382762e+00
6.667500000000000000e+02,-2.500000000000000000e+01,1.021532665192872003e+00
6.667500000000000000e+02,-2.400000000000000000e+01,1.021928664807306930e+00
6.667500000000000000e+02,-2.300000000000000000e+01,1.022326411172352678e+00
6.667500000000000000e+02,-2.200000000000000000e+01,1.022724852193534595e+00
6.667500000000000000e+02,-2.100000000000000000e+01,1.023122819963671049e+00
6.667500000000000000e+02,-2.000000000000000000e+01,1.023519030510291472e+00
6.667500000000000000e+02,-1.900000000000000000e+01,1.023912085814060902e+00
6.667500000000000000e+02,-1.800000000000000000e+01,1.024300478389539748e+00
6.667500000000000000e+02,-1.700000000000000000e+01,1.024682598658542609e+00
6.667500000000000000e+02,-1.600000000000000000e+01,1.025056745262074465e+00
6.667500000000000000e+02,-1.500000000000000000e+01,1.025421138353400874e+00
6.667500000000000000e+02,-1.400000000000000000e+01,1.025773935798057312e+00
6.667500000000000000e+02,-1.300000000000000000e+01,1.026113252083668659e+00
6.667500000000000000e+02,-1.200000000000000000e+01,1.026437179624273277e+00
6.667500000000000000e+02,-1.100000000000000000e+01,1.026743812036435166e+00
6.667500000000000000e+02,-1.000000000000000000e+01,1.027031268878825898e+00
6.667500000000000000e+02,-9.000000000000000000e+00,1.027297721284418985e+00
6.667500000000000000e+02,-8.000000000000000000e+00,1.027541417880255770e+00
6.667500000000000000e+02,-7.000000000000000000e+00,1.027760710380873022e+00
6.667500000000000000e+02,-6.000000000000000000e+00,1.027954078256434922e+00
6.667500000000000000e+02,-5.000000000000000000e+00,1.028120151910393965e+00
6.667500000000000000e+02,-4.000000000000000000e+00,1.028257733849931022e+00
6.667500000000000000e+02,-3.000000000000000000e+00,1.028365817390818338e+00
6.667500000000000000e+02,-2.000000000000000000e+00,1.028443602503431142e+00
6.667500000000000000e+02,-1.000000000000000000e+00,1.028490508475529142e+00
6.667500000000000000e+02,0.000000000000000000e+00,1.028506183138470309e+00
6.667500000000000000e+02,1.000000000000000000e+00,1.028490508475528920e+00
6.667500000000000000e+02,2.000000000000000000e+00,1.028443602503431142e+00
6.667500000000000000e+02,3.000000000000000000e+00,1.028365817390819004e+00
6.667500000000000000e+02,4.000000000000000000e+00,1.028257733849930355e+00
6.667500000000000000e+02,5.000000000000000000e+00,1.028120151910392632e+00
6.667500000000000000e+02,6.000000000000000000e+00,1.027954078256434034e+00
6.667500000000000000e+02,7.000000000000000000e+00,1.027760710380872133e+00
6.667500000000000000e+02,8.000000000000000000e+00,1.027541417880254215e+00
6.667500000000000000e+02,9.000000000000000000e+00,1.027297721284417431e+00
6.667500000000000000e+02,1.000000000000000000e+01,1.027031268878826786e+00
6.667500000000000000e+02,1.100000000000000000e+01,1.026743812036438275e+00
6.667500000000000000e+02,1.200000000000000000e+01,1.026437179624270613e+00
6.667500000000000000e+02,1.300000000000000000e+01,1.026113252083674432e+00
6.667500000000000000e+02,1.400000000000000000e+01,1.025773935798050651e+00
6.667500000000000000e+02,1.500000000000000000e+01,1.025421138353410200e+00
6.667500000000000000e+02,1.600000000000000000e+01,1.025056745262069580e+00
6.667500000000000000e+02,1.700000000000000000e+01,1.024682598658547938e+00
6.667500000000000000e+02,1.800000000000000000e+01,1.024300478389535307e+00
6.667500000000000000e+02,1.900000000000000000e+01,1.023912085814060902e+00
6.667500000000000000e+02,2.000000000000000000e+01,1.023519030510293248e+00
6.667500000000000000e+02,2.100000000000000000e+01,1.023122819963668384e+00
6.667500000000000000e+02,2.200000000000000000e+01,1.022724852193534595e+00
6.667500000000000000e+02,2.300000000000000000e+01,1.022326411172359784e+00
6.667500000000000000e+02,2.400000000000000000e+01,1.021928664807298048e+00
6.667500000000000000e+02,2.500000000000000000e+01,1.021532665192870226e+00
6.667500000000000000e+02,2.600000000000000000e+01,1.021139350805384538e+00
6.667500000000000000e+02,2.700000000000000000e+01,1.020749550294512531e+00
6.667500000000000000e+02,2.800000000000000000e+01,1.020363987530664929e+00
6.667500000000000000e+02,2.900000000000000000e+01,1.019983287584603104e+00
6.667500000000000000e+02,3.000000000000000000e+01,1.019607983346364932e+00
8.332500000000000000e+02,-3.000000000000000000e+01,1.019607982357669584e+00
8.332500000000000000e+02,-2.900000000000000000e+01,1.019983286735293149e+00
8.332500000000000000e+02,-2.800000000000000000e+01,1.020363986840564507e+00
8.332500000000000000e+02,-2.700000000000000000e+01,1.020749549784699894e+00
8.332500000000000000e+02,-2.600000000000000000e+01,1.021139350497854537e+00
8.332500000000000000e+02,-2.500000000000000000e+01,1.021532665110449045e+00
8.332500000000000000e+02,-2.400000000000000000e+01,1.021928664973243528e+00
8.332500000000000000e+02,-2.300000000000000000e+01,1.022326411610064767e+00
8.332500000000000000e+02,-2.200000000000000000e+01,1.022724852926159222e+00
8.332500000000000000e+02,-2.100000000000000000e+01,1.023122821013573436e+00
8.332500000000000000e+02,-2.000000000000000000e+01,1.023519031898579179e+00
8.332500000000000000e+02,-1.900000000000000000e+01,1.023912087560038486e+00
8.332500000000000000e+02,-1.800000000000000000e+01,1.024300480510109246e+00
8.332500000000000000e+02,-1.700000000000000000e+01,1.024682601167718587e+00
8.332500000000000000e+02,-1.600000000000000000e+01,1.025056748170435572e+00
8.332500000000000000e+02,-1.500000000000000000e+01,1.025421141667657299e+00
8.332500000000000000e+02,-1.400000000000000000e+01,1.025773939520650657e+00
8.332500000000000000e+02,-1.300000000000000000e+01,1.026113256212561886e+00
8.332500000000000000e+02,-1.200000000000000000e+01,1.026437184152729554e+00
8.332500000000000000e+02,-1.100000000000000000e+01,1.026743816952998323e+00
8.332500000000000000e+02,-1.000000000000000000e+01,1.027031274167375274e+00
8.332500000000000000e+02,-9.000000000000000000e+00,1.027297726924332633e+00
8.332500000000000000e+02,-8.000000000000000000e+00,1.027541423846654256e+00
8.332500000000000000e+02,-7.000000000000000000e+00,1.027760716644955163e+00
8.332500000000000000e+02,-6.000000000000000000e+00,1.027954084785854150e+00
8.332500000000000000e+02,-5.000000000000000000e+00,1.028120158669680650e+00
8.332500000000000000e+02,-4.000000000000000000e+00,1.028257740800952558e+00
8.332500000000000000e+02,-3.000000000000000000e+00,1.028365824493249203e+00
8.332500000000000000e+02,-2.000000000000000000e+00,1.028443609715234075e+00
8.332500000000000000e+02,-1.000000000000000000e+00,1.028490515753444967e+00
8.332500000000000000e+02,0.000000000000000000e+00,1.028506190438505108e+00
8.332500000000000000e+02,1.000000000000000000e+00,1.028490515753444745e+00
8.332500000000000000e+02,2.000000000000000000e+00,1.028443609715234519e+00
8.332500000000000000e+02,3.000000000000000000e+00,1.028365824493250091e+00
8.332500000000000000e+02,4.000000000000000000e+00,1.028257740800952558e+00
8.332500000000000000e+02,5.000000000000000000e+00,1.028120158669679984e+00
8.332500000000000000e+02,6.000000000000000000e+00,1.027954084785852817e+00
8.332500000000000000e+02,7.000000000000000000e+00,1.027760716644954719e+00
8.332500000000000000e+02,8.000000000000000000e+00,1.027541423846653812e+00
8.332500000000000000e+02,9.000000000000000000e+00,1.027297726924330856e+00
8.332500000000000000e+02,1.000000000000000000e+01,1.027031274167375940e+00
8.332500000000000000e+02,1.100000000000000000e+01,1.026743816953000543e+00
8.332500000000000000e+02,1.200000000000000000e+01,1.026437184152726445e+00
8.332500000000000000e+02,1.300000000000000000e+01,1.026113256212564551e+00
8.332500000000000000e+02,1.400000000000000000e+01,1.025773939520650657e+00
8.332500000000000000e+02,1.500000000000000000e+01,1.025421141667661740e+00
8.332500000000000000e+02,1.600000000000000000e+01,1.025056748170432463e+00
8.332500000000000000e+02,1.700000000000000000e+01,1.024682601167721252e+00
8.332500000000000000e+02,1.800000000000000000e+01,1.024300480510111022e+00
8.332500000000000000e+02,1.900000000000000000e+01,1.023912087560027828e+00
8.332500000000000000e+02,2.000000000000000000e+01,1.023519031898585396e+00
8.332500000000000000e+02,2.100000000000000000e+01,1.023122821013574324e+00
8.332500000000000000e+02,2.200000000000000000e+01,1.022724852926160999e+00
8.332500000000000000e+02,2.300000000000000000e+01,1.022326411610068320e+00
8.332500000000000000e+02,2.400000000000000000e+01,1.021928664973241752e+00
8.332500000000000000e+02,2.500000000000000000e+01,1.021532665110436611e+00
8.332500000000000000e+02,2.600000000000000000e+01,1.021139350497863418e+00
8.332500000000000000e+02,2.700000000000000000e+01,1.020749549784701671e+00
8.332500000000000000e+02,2.800000000000000000e+01,1.020363986840564507e+00
8.332500000000000000e+02,2.900000000000000000e+01,1.019983286735291372e+00
8.332500000000000000e+02,3.000000000000000000e+01,1.019607982357682019e+00
1.000000000000000000e+03,-3.000000000000000000e+01,1.019607982328285090e+00
1.000000000000000000e+03,-2.900000000000000000e+01,1.019983286709990722e+00
1.000000000000000000e+03,-2.800000000000000000e+01,1.020363986819923241e+00
1.000000000000000000e+03,-2.700000000000000000e+01,1.020749549769343290e+00
1.000000000000000000e+03,-2.600000000000000000e+01,1.021139350488450503e+00
1.000000000000000000e+03,-2.500000000000000000e+01,1.021532665107626414e+00
1.000000000000000000e+03,-2.400000000000000000e+01,1.021928664977732382e+00
1.000000000000000000e+03,-2.300000000000000000e+01,1.022326411622548115e+00
1.000000000000000000e+03,-2.200000000000000000e+01,1.022724852947315632e+00
1.000000000000000000e+03,-2.100000000000000000e+01,1.023122821044059272e+00
1.000000000000000000e+03,-2.000000000000000000e+01,1.023519031939035706e+00
1.000000000000000000e+03,-1.900000000000000000e+01,1.023912087611024369e+00
1.000000000000000000e+03,-1.800000000000000000e+01,1.024300480572141403e+00
1.000000000000000000e+03,-1.700000000000000000e+01,1.024682601241207358e+00
1.000000000000000000e+03,-1.600000000000000000e+01,1.025056748255693595e+00
1.000000000000000000e+03,-1.500000000000000000e+01,1.025421141764892408e+00
